,X_centroid,Y_centroid,cell_area,nucleus_area,phenotype,sample_id
cell_00579,1057.7291303312802,337.1290878433119,110.49756782794755,25.93333178965103,tumor,demo_sample
cell_00580,2198.08088557138,759.8263180758872,74.56599061046413,30.225386860847472,stromal,demo_sample
cell_00581,2426.4752727395226,270.3131487080199,134.09018043010053,56.784258655482994,tumor,demo_sample
cell_00582,2244.4777884163723,389.2004523180841,71.98227472865278,28.347726963805204,stromal,demo_sample
cell_00583,2643.9091793740517,2877.443568489807,86.40433090982131,22.8813573378614,tumor,demo_sample
cell_00584,57.68168778176286,613.1045582204302,102.31354521929507,56.93242628792074,stromal,demo_sample
cell_00585,715.1530120518704,609.2948997485813,125.38848619940951,39.37180006335791,tumor,demo_sample
cell_00586,2146.2994268631624,2420.2620086584607,113.78599075678433,59.39368193123203,tumor,demo_sample
cell_00587,1835.132724057712,2317.998081378648,39.63219159470651,18.51376097200052,stromal,demo_sample
cell_00588,2875.584276148932,2513.652326361964,96.05568975059253,36.53493584895533,stromal,demo_sample
cell_00589,931.9263637761865,46.965125322505294,162.16502639755413,49.01046214583833,tumor,demo_sample
cell_00590,861.5274207485162,2435.309051639286,133.57157438679513,61.515441037960585,stromal,demo_sample
cell_00591,2912.0533557588246,1552.168169375488,84.23887920928755,48.221979553229666,stromal,demo_sample
cell_00592,2182.067897529055,1500.4372952096319,102.47637203405677,53.6950855343835,stromal,demo_sample
cell_00593,1951.371843896187,2209.888596670219,143.58777434105303,70.12687038098602,tumor,demo_sample
cell_00594,1639.187272034214,1506.3714733151926,104.11400940308607,32.34331176660789,stromal,demo_sample
cell_00595,540.2822402733295,1527.8823052140738,89.71138645286896,43.86546556807161,stromal,demo_sample
cell_00596,2459.1333176764592,2532.2529829109276,94.94868273922248,49.043593497724714,stromal,demo_sample
cell_00597,1666.6509266971836,515.4319073733647,127.41117699377898,29.01010174660152,stromal,demo_sample
cell_00598,1113.9366999115969,1198.146057866003,129.61707808261502,55.88419872679057,stromal,demo_sample
cell_00599,596.9268846791788,2380.260304701109,155.3730662262842,63.0607778180345,tumor,demo_sample
cell_00600,112.89323237805971,2220.5243489540485,125.48873912307896,64.96220396166325,stromal,demo_sample
cell_00601,2930.1154426469866,2499.6866280933714,137.10061524558546,63.47425904546815,tumor,demo_sample
cell_00602,1972.2328087245642,2900.4230207115916,106.51331283661625,50.27939446788253,stromal,demo_sample
cell_00603,2334.4162114260407,349.53880571082084,94.64182746149999,36.84239618546364,stromal,demo_sample
cell_00604,2305.2919704369647,96.9619903929988,90.29774237582748,52.0123848662827,tumor,demo_sample
cell_00605,461.96404345767684,166.88193056222323,111.7774410994184,26.66324342686895,tumor,demo_sample
cell_00606,2938.6212815452272,301.37599234411647,105.92443343482029,29.356383600994235,stromal,demo_sample
cell_00607,2671.0731988462862,599.7435826238781,83.4840193220929,45.469195848416156,stromal,demo_sample
cell_00608,2032.3039788958301,553.2352273911998,95.3381965005644,23.995221869971157,stromal,demo_sample
cell_00609,1950.4009501166836,2204.5300942162175,175.69900937241366,59.936216997273704,tumor,demo_sample
cell_00610,1354.664959076249,648.4838761402891,92.73268853669576,19.661036337701272,tumor,demo_sample
cell_00611,1952.4724239115665,1032.7723828733792,113.51501023643519,41.73886301042669,stromal,demo_sample
cell_00612,1631.1343784875432,2125.5543446552265,37.94327420743571,19.403708195168747,stromal,demo_sample
cell_00613,606.4633828126875,1310.1830330522334,106.59164123018,61.95610695045695,tumor,demo_sample
cell_00614,1587.6102987509162,311.6970566310937,148.62657630030765,54.510707722196,stromal,demo_sample
cell_00615,2323.1915069298548,2115.0182897781883,108.232890437623,26.49861308672714,stromal,demo_sample
cell_00616,324.4773279355467,2513.175945907779,89.9295186163037,20.383796169238476,tumor,demo_sample
cell_00617,1793.3996399267714,2902.9050132224143,88.02802937810945,37.02873813486242,stromal,demo_sample
cell_00618,2485.250875308812,2732.559530049648,133.18469864551943,63.164825663930586,tumor,demo_sample
cell_00619,895.6719902210637,1263.4961664326293,148.13171998721754,33.36515024715271,tumor,demo_sample
cell_00620,1083.8348153069705,1618.8980116010748,192.16906749399038,92.41470960371565,tumor,demo_sample
cell_00621,2179.1167054476286,2474.856183176097,36.65554960163499,14.578124319507898,tumor,demo_sample
cell_00622,942.9416791475387,1076.255464911452,96.77903733159756,42.4547586287351,tumor,demo_sample
cell_00623,612.9880330088861,1414.7758262995942,120.60406116002424,69.45882704622565,tumor,demo_sample
cell_00624,481.9560619429964,2228.065053112065,146.785078104197,40.327919553837575,stromal,demo_sample
cell_00625,1981.9301753654938,499.08817374344596,158.81892515225024,39.47772224337421,tumor,demo_sample
cell_00626,820.3925154767924,896.5996452816968,97.43063143858569,53.87810509707271,stromal,demo_sample
cell_00627,1473.0637155039278,2863.443341004165,107.63403566851936,52.99977286536068,tumor,demo_sample
cell_00628,2531.038242321711,181.36545000256066,102.24101904733766,32.033501054372856,stromal,demo_sample
cell_00629,2539.8487997839593,2285.359153328987,131.05643563409166,34.4451435444992,stromal,demo_sample
cell_00630,2909.934059252214,1976.547878122774,145.96943045590498,71.94971085424747,stromal,demo_sample
cell_00631,1906.3341345574156,1078.7332057322326,150.67291356116567,34.36056416207333,stromal,demo_sample
cell_00632,2180.8236074783385,1564.2968005629652,129.86055748617832,33.62304422828426,stromal,demo_sample
cell_00633,2614.2217048752113,452.4229179241662,88.17703031117989,50.5278933155342,tumor,demo_sample
cell_00634,2207.462700647218,2354.6040053689544,138.0367568546321,61.1391736198913,tumor,demo_sample
cell_00635,1989.4516698316493,1751.2400275143814,188.97589950190962,41.801061742024025,stromal,demo_sample
cell_00636,734.3591517737865,2892.3102498598764,159.37477023329072,91.6254774227332,stromal,demo_sample
cell_00637,1499.068656462902,1588.8757846863273,92.9089617142613,33.5811744092461,tumor,demo_sample
cell_00638,2397.551750330367,2484.125826339149,148.90988633993612,83.95678694350306,stromal,demo_sample
cell_00639,784.5202474665609,449.2280769716668,198.5276005052462,95.5287389126324,stromal,demo_sample
cell_00640,475.8865846502994,436.709479447326,167.15363724339377,71.51258279713159,stromal,demo_sample
cell_00641,1499.6042993964998,1281.0426363157471,96.67274247005298,53.03751779921078,stromal,demo_sample
cell_00642,2597.8735396109746,2262.0185782265294,106.9070597109818,49.21578273049439,stromal,demo_sample
cell_00643,2355.9520454927465,2188.1286363859676,134.9535005857775,31.616189508049107,stromal,demo_sample
cell_00644,403.8582431355463,2464.924241153116,93.12695126091128,28.244257449654267,tumor,demo_sample
cell_00645,756.1415107225923,38.186079031531484,117.61038936518726,30.0519457555175,stromal,demo_sample
cell_00646,2787.2890529891356,1135.8898123614315,119.44201321173469,42.864268191765355,stromal,demo_sample
cell_00647,2641.742362760141,2419.5341386881537,130.59078904023548,58.30253858405498,stromal,demo_sample
cell_00648,2582.2967165355685,2634.3968876018107,100.26769952483326,31.581438140675232,tumor,demo_sample
cell_00649,744.2615544747453,2376.489682069196,188.63486144844964,90.30452979438064,stromal,demo_sample
cell_00650,1848.4826997374703,1535.1651331318235,110.24365558948229,61.4404288184419,stromal,demo_sample
cell_00651,1364.8889882630374,2624.0899002182096,164.69621114149518,71.67317683977593,stromal,demo_sample
cell_00652,2047.0388636575422,2036.5459108711514,156.62971010656705,59.74609950543168,tumor,demo_sample
cell_00653,2405.183617760138,2369.653591186376,121.54778004651493,41.753181296524936,stromal,demo_sample
cell_00654,972.2465842884785,1481.817983956207,58.464151228501706,16.84103397703845,tumor,demo_sample
cell_00655,138.28468580949072,2540.7836350746184,105.38639052908292,29.668245873392618,stromal,demo_sample
cell_00656,366.08658033980754,471.87850533512864,121.34869691074687,32.171543572911844,tumor,demo_sample
cell_00657,2543.4907757064148,404.77688397659927,149.21941943241166,57.28370246964843,stromal,demo_sample
cell_00658,2119.5151459876283,261.07581089466413,106.58418905506022,59.67956860777308,stromal,demo_sample
cell_00659,2799.0855644840126,1554.1359082430076,104.53963023867462,49.54690126596037,tumor,demo_sample
cell_00660,2411.222465595647,908.950102122054,109.44789780444495,30.937310700610464,tumor,demo_sample
cell_00661,1135.5752498445768,952.1245463479693,128.06559966305463,38.21464333419896,tumor,demo_sample
cell_00662,1597.1635468530785,292.9645522582388,134.11767961835153,35.92880368363761,stromal,demo_sample
cell_00663,1598.9223245033038,1163.0312117787337,105.47626128617658,26.41462824984344,stromal,demo_sample
cell_00664,295.7610724981411,301.23657324289667,105.35202286178544,58.48335261305306,tumor,demo_sample
cell_00665,1505.2958494975078,2558.997239675962,105.0248967175197,47.49164761975763,stromal,demo_sample
cell_00666,374.8282953151729,362.6380098420562,127.29931577903196,38.56186461814404,stromal,demo_sample
cell_00667,971.5724336906796,1540.704081690595,158.708230101263,51.51895199111862,stromal,demo_sample
cell_00668,2884.4694964634164,2336.7831115743584,181.95751019720473,61.774167483901245,stromal,demo_sample
cell_00669,587.3786165252513,1690.984349571773,130.62289498657927,58.65794458467144,tumor,demo_sample
cell_00670,833.9711182724005,327.47408855888915,124.9246999988103,56.940797889316975,stromal,demo_sample
cell_00671,606.4231035562226,1167.275017837529,136.18272331112078,36.166742384117995,tumor,demo_sample
cell_00672,1722.9598328983307,2707.0335420704205,164.93953684188233,72.43049992513718,stromal,demo_sample
cell_00673,2590.413212906623,1011.6675513884275,38.99067066594087,10.739001936635026,tumor,demo_sample
cell_00674,2319.8656664033324,1642.8816229659344,81.57083966428308,16.85696636328757,tumor,demo_sample
cell_00675,2456.093461409657,1903.715840608612,161.71254731764157,47.269003738417815,tumor,demo_sample
cell_00676,473.46713069275614,552.5105587543806,92.5009939606806,47.698784447098205,tumor,demo_sample
cell_00677,2297.8584472318576,2884.3491941906063,115.46265123431995,60.05444264185329,tumor,demo_sample
cell_00678,393.18391877398585,2117.732840897488,129.00303277958938,33.52332436842978,tumor,demo_sample
cell_00679,1069.1148565826343,1735.9901361711215,118.9546146476666,49.964309657312874,tumor,demo_sample
cell_00680,374.42108722751186,714.2772756103369,108.92257932579042,47.64220608528401,tumor,demo_sample
cell_00681,2896.5319703667083,693.0247514781873,71.70482331092506,26.8965044858761,tumor,demo_sample
cell_00682,880.839392204029,870.2538009337364,94.07712226692777,47.88485716234326,tumor,demo_sample
cell_00683,826.2182085361904,2646.926788910994,143.30413686626093,76.92779098121923,tumor,demo_sample
cell_00684,2804.086289838958,2194.2155536615724,120.69242974760104,51.70413270695468,stromal,demo_sample
cell_00685,2502.108676452258,2828.389162873133,161.3370942861855,33.30715683048122,tumor,demo_sample
cell_00686,1381.7022686564542,2819.320183550399,140.89987313502652,81.41659627119209,tumor,demo_sample
cell_00687,828.4282570354089,1936.268511497445,106.64634907898994,31.52501927594426,stromal,demo_sample
cell_00688,899.4446896387898,2336.712663576311,135.78704684748044,54.96572775146355,stromal,demo_sample
cell_00689,628.6932337968809,2413.552631760529,125.55677438778895,45.88373440207267,tumor,demo_sample
cell_00690,1760.0305961646668,1748.8840776421803,122.04826354524691,40.076049752819515,tumor,demo_sample
cell_00691,357.48681814340733,379.8973336880129,85.4373742188936,24.387589782509988,tumor,demo_sample
cell_00692,380.52277457078765,276.8267255982603,62.87733271632552,30.656345757922647,tumor,demo_sample
cell_00693,513.4322851945435,850.090775664394,114.57721475061246,28.188585038866112,tumor,demo_sample
cell_00694,258.00125179343416,1011.4630473953896,93.6533842798882,51.14894893205565,stromal,demo_sample
cell_00695,2066.9898097044356,1847.7406888129306,116.00852431422642,55.62893368968085,stromal,demo_sample
cell_00696,123.65665832576678,868.438060315011,116.4843203810199,51.45924500489158,stromal,demo_sample
cell_00697,357.7524923837533,675.019924495558,164.03485125691108,69.85754769601925,tumor,demo_sample
cell_00698,1979.7249739362728,745.5172479000666,118.40435026822271,45.40354803622859,tumor,demo_sample
cell_00699,2620.6920887027204,249.500565306641,113.98379131389902,28.73231872866586,stromal,demo_sample
cell_00700,735.5577843660564,1344.12193894864,143.9362845503478,65.68126538951127,tumor,demo_sample
cell_00701,2726.5977441888667,782.1026769102176,175.06044219900085,58.485857748969586,stromal,demo_sample
cell_00702,650.6310449022155,445.0911086863626,81.60348659645612,42.51061618346737,stromal,demo_sample
cell_00703,2342.5907478028485,2388.942563369484,138.91696963660007,54.24936048957519,tumor,demo_sample
cell_00704,2315.110077197891,1911.5226442099638,145.59621291769162,63.679005473106166,stromal,demo_sample
cell_00705,1373.0722647728396,1051.8848175933176,153.89668240314123,80.7695802238688,stromal,demo_sample
cell_00706,108.49759336308196,1317.161838132393,138.86713632747615,45.55066303105928,stromal,demo_sample
cell_00707,1762.6807517557904,846.3156452469091,121.62398677487691,33.81128604592861,stromal,demo_sample
cell_00708,858.5084241703743,2972.043310387652,86.27021919326248,40.02897508265091,tumor,demo_sample
cell_00709,1987.0263683635,722.484641257014,170.04250446147717,93.39212672630502,tumor,demo_sample
cell_00710,1517.3922909807272,1756.0007493039411,151.9959852511423,82.00936851338116,stromal,demo_sample
cell_00711,920.1479830741575,2897.8991064218258,53.64801261218389,31.478561111948824,tumor,demo_sample
cell_00712,1272.5876881484535,2131.4931505050977,142.24844641501522,53.29100169378181,stromal,demo_sample
cell_00713,1449.5114224094582,2736.250582134568,131.05888499702218,66.26387233078825,stromal,demo_sample
cell_00714,666.6852343249678,1050.0418051563163,67.48939831136234,39.49353965675866,tumor,demo_sample
cell_00715,1502.4700986700784,1081.0405892154974,133.36554390454396,60.91494943600173,stromal,demo_sample
cell_00716,2887.6367731081477,1824.1828966085827,83.78239781304246,33.3548071547319,tumor,demo_sample
cell_00717,2256.6792941886583,998.5929222013524,124.44359541939689,61.92348753102616,stromal,demo_sample
cell_00718,2474.944974553455,1690.4496395271997,131.28319754569145,35.89940973057688,stromal,demo_sample
cell_00719,34.696555485781985,2979.839961388743,96.80717369611929,38.652781400680645,stromal,demo_sample
cell_00720,1717.7056364890761,2476.0152004893166,125.01896651984153,54.26347005415848,stromal,demo_sample
cell_00721,913.1564128110263,1982.1477112177251,112.86296945417277,53.4129454280581,tumor,demo_sample
cell_00722,2130.9947758864805,168.88925103433218,149.80880139337654,39.12975853259059,stromal,demo_sample
cell_00723,1672.9902793193132,1844.3175108844125,115.50907688037887,37.215360505651766,stromal,demo_sample
cell_00724,2363.835161812283,461.8853568855871,94.30948277818194,30.21653043262509,stromal,demo_sample
cell_00725,487.6639131883124,1450.217784665195,84.57116570785536,32.60634422494852,tumor,demo_sample
cell_00726,2858.8342260717036,60.27017168746707,180.820170501032,70.41290275826366,stromal,demo_sample
cell_00727,1469.1927203778134,940.4109398164271,72.07856842849742,30.514813471833993,stromal,demo_sample
cell_00728,482.69561526114313,2890.287830990632,116.02750181035283,62.55234446389471,tumor,demo_sample
cell_00729,2009.0224714956598,1202.4155894035086,189.42922389048084,96.93778300218669,tumor,demo_sample
cell_00730,2529.7959435764333,2311.534006213187,96.9721075130685,23.049749175909444,tumor,demo_sample
cell_00731,2511.28500483667,2204.90001097348,182.75092808503825,37.27392893436644,tumor,demo_sample
cell_00732,1401.2885947353361,1164.372997569144,187.24896590113258,43.741686951619755,stromal,demo_sample
cell_00733,2182.442207444362,2013.5320248174146,95.87463416630276,41.65694059906772,tumor,demo_sample
cell_00734,2369.615344674644,171.61232462027976,141.92745930711766,47.3915261115174,stromal,demo_sample
cell_00735,658.2508556784212,2024.9669903475403,96.03014361107078,49.6248727905428,tumor,demo_sample
cell_00736,2969.919046084375,2584.3376511256592,96.17039232387172,44.881350341079674,stromal,demo_sample
cell_00737,618.7119393098246,368.0464063462755,146.8161381314675,41.16428065440817,stromal,demo_sample
cell_00738,389.558894775357,1334.0196152698147,119.36037109271089,34.40603272565316,tumor,demo_sample
cell_00739,2401.1977202892576,106.51114850623145,106.06002383509602,54.88032909732871,tumor,demo_sample
cell_00740,2683.1987498621606,2597.5364825695956,149.73947872416306,69.63085615209049,stromal,demo_sample
cell_00741,1352.4330757983491,1479.909009129962,123.65314557386168,42.077480425443646,tumor,demo_sample
cell_00742,1731.5972142956364,1046.3840767176846,81.10480927332908,46.27800899409563,tumor,demo_sample
cell_00743,209.3564812372761,1804.5231709842683,113.52944337305166,40.30736064671039,stromal,demo_sample
cell_00744,1308.3334742778604,2955.8490488153157,134.2367174837654,32.470181457626715,stromal,demo_sample
cell_00745,2033.1415694589236,700.4171454614311,120.11536176379092,34.078561339894755,stromal,demo_sample
cell_00746,2666.524746334934,2334.528100585757,139.9264710779295,42.393823906243526,stromal,demo_sample
cell_00747,998.3560242669186,411.7293658977588,139.21011615482726,80.82004913100107,stromal,demo_sample
cell_00748,1616.0612261318477,2554.4654330227245,117.51325114428013,45.384593500739946,tumor,demo_sample
cell_00749,204.06149364762916,2651.846897344019,130.02847435689458,59.933312656375136,stromal,demo_sample
cell_00750,484.2487981849761,2340.9082524882815,152.06701014285116,38.816758757255684,stromal,demo_sample
cell_00751,406.2733368043732,56.39120985175283,98.64999180122659,40.24869558535163,tumor,demo_sample
cell_00752,1947.8313217934895,462.0832647090407,133.66401800591794,72.51098455967147,tumor,demo_sample
cell_00753,1817.2991102219707,2137.61173847512,76.445531851589,15.317979387534251,stromal,demo_sample
cell_00754,1044.144487281704,1604.9055372234739,170.435597662759,82.4480147394194,stromal,demo_sample
cell_00755,1646.5125854787839,498.18547842226843,129.77485238055593,67.67220661096079,stromal,demo_sample
cell_00756,2238.429725128474,1634.287568034759,130.8289754344428,27.640766434711434,stromal,demo_sample
cell_00757,1912.6626645502636,326.6022524396481,98.54421595933961,36.75360029995808,tumor,demo_sample
cell_00758,20.132287903880663,2619.33313840882,82.50933196865263,30.74089199173576,tumor,demo_sample
cell_00759,498.0522290869095,2162.290715845868,175.9969181411417,97.32620678155715,tumor,demo_sample
cell_00760,1930.6312371021575,896.9721176506145,78.04320650708851,28.05271516338789,tumor,demo_sample
cell_00761,2804.27336751379,2799.3040649372992,118.92964233190412,64.23295791365952,stromal,demo_sample
cell_00762,2696.6741440097417,2454.506267907307,97.96468271298437,28.13367567515657,stromal,demo_sample
cell_00763,629.7920566585476,1278.4444389655325,65.19097847059649,13.436082429830666,stromal,demo_sample
cell_00764,656.7632239541067,2875.51883210201,108.27091396197743,34.59753213296571,tumor,demo_sample
cell_00765,552.1625069849212,2223.5714253522965,132.7851523901241,74.86699698439072,stromal,demo_sample
cell_00766,1550.3970720155332,350.29317808550377,155.59856911478863,49.93226599566729,stromal,demo_sample
cell_00767,2259.773033683709,2823.8513317080938,92.74217612046706,27.79432632565541,stromal,demo_sample
cell_00768,2451.5198556479636,1994.0138187458049,155.66806248133938,35.538536670035754,stromal,demo_sample
cell_00769,2986.1320764633656,72.22955974260536,124.52355801542602,38.321822873613996,tumor,demo_sample
cell_00770,1635.6720373712542,815.0166311512926,119.40865898941024,24.867902176756687,tumor,demo_sample
cell_00771,28.87394517165731,1415.8251005156349,84.59416451871371,21.302264861131423,stromal,demo_sample
cell_00772,441.7005324838267,898.1700710162297,119.24783226652606,64.52191108665006,tumor,demo_sample
cell_00773,1927.7088537082082,2844.7333877395913,131.10655799682954,53.57415900545227,tumor,demo_sample
cell_00774,2164.368603362912,2375.906575149666,105.25916303133361,45.55153737429482,stromal,demo_sample
cell_00775,2056.0760123454647,430.71539570497174,109.68456108728023,34.06552052073986,stromal,demo_sample
cell_00776,2186.6629036803874,2408.3940082595773,110.26140894120788,60.27573668196934,stromal,demo_sample
cell_00777,2728.0923983516573,2225.1242581430506,95.08084381727431,28.142372406713946,stromal,demo_sample
cell_00778,1758.6095518391537,2301.415425410693,117.57529895209805,25.346024723636138,stromal,demo_sample
cell_00779,1960.0978470514326,2013.6748773404233,138.3218419199007,43.23099367451334,stromal,demo_sample
cell_00780,2515.4001594968963,978.4911509715721,96.59857917336232,55.7569108677143,stromal,demo_sample
cell_00781,1324.7499791159908,44.05213262513696,172.03497779692032,47.30239558365779,tumor,demo_sample
cell_00782,1229.5809022522822,357.04275834953404,138.84082212867742,73.12534493700333,stromal,demo_sample
cell_00783,1131.720040955599,2468.1091015968354,155.6131071330376,73.58511845583091,tumor,demo_sample
cell_00784,1695.6416856955648,725.4521069092978,169.6314804374651,100.36206872691326,stromal,demo_sample
cell_00785,138.36846344228215,232.66167722578234,99.54011715341147,43.5473515322886,stromal,demo_sample
cell_00786,2798.9966019135054,2135.0502672691423,87.07796139276124,33.58527252916831,stromal,demo_sample
cell_00787,862.5280306418119,2050.2832448165855,124.05122681919823,29.73687512881433,tumor,demo_sample
cell_00788,1046.0442122445584,2034.4484805679476,192.1951559124293,90.36997168011607,tumor,demo_sample
cell_00789,2944.03207507525,2617.543919124824,72.4296082713208,21.217325931042858,stromal,demo_sample
cell_00790,2702.2878041618665,2068.397944935007,120.46879226118304,33.65334843686751,stromal,demo_sample
cell_00791,2501.724889267399,2107.612662615688,156.76795606729695,46.19672189796488,stromal,demo_sample
cell_00792,2956.828936505269,1208.6911246174443,98.47031008128084,29.87582469553257,tumor,demo_sample
cell_00793,1562.5482667915774,2680.3520701597167,207.97779157994614,108.03340253427403,tumor,demo_sample
cell_00794,1109.6616670102376,2459.124278702977,173.8456677228395,69.25483515767881,stromal,demo_sample
cell_00795,336.2872306363035,2866.571810307304,144.34231511356617,80.17528628882634,tumor,demo_sample
cell_00796,2196.3584916312498,905.0780283667661,131.72114537875623,71.86440746102278,stromal,demo_sample
cell_00797,1178.7909723787338,1205.5958846268636,106.06252288594449,39.70605880327738,stromal,demo_sample
cell_00798,1713.856204652553,2516.746476791603,84.0687498901901,28.03849132685602,stromal,demo_sample
cell_00799,513.1925324342137,1095.7426158969608,108.46762397788719,36.296528740096115,tumor,demo_sample
cell_00800,721.7297208764414,1058.7822313704075,148.23483279975136,36.7069724084236,tumor,demo_sample
cell_00801,1522.2695991362546,2248.0196237190357,147.61784915060508,65.27540570974892,stromal,demo_sample
cell_00802,2195.716340534713,1078.0383945641331,61.67532615359935,13.651091539053661,tumor,demo_sample
cell_00803,1020.2899116119027,2494.854593076035,124.2500513413586,62.43465360057304,stromal,demo_sample
cell_00804,2854.803026916697,175.8757886293043,153.58947711244548,38.40258306338258,tumor,demo_sample
cell_00805,2318.7284435536103,1699.7662381527991,172.92703233670522,89.81447930645784,stromal,demo_sample
cell_00806,632.0519986471551,1880.7383886444186,159.1304840689245,86.97979203945889,tumor,demo_sample
cell_00807,2031.4419821936096,1852.0787738191573,141.91126991461357,48.60976045244306,stromal,demo_sample
cell_00808,1720.9194760612725,135.12372631064162,83.35826148033223,34.000618733606366,stromal,demo_sample
cell_00809,1168.942327084954,661.7091477366675,132.1025961395895,37.797172431658765,tumor,demo_sample
cell_00810,1061.028431599077,1292.3145669686119,143.98615428333625,57.52671190130519,stromal,demo_sample
cell_00811,2212.63538918713,632.8567995295796,134.05871439454867,55.634644376836555,tumor,demo_sample
cell_00812,1172.8457006099234,832.2358822474276,143.28224072149516,32.613864555316724,tumor,demo_sample
cell_00813,2242.7153163958415,2512.2801872898767,129.59468295236846,41.3272274444712,tumor,demo_sample
cell_00814,1059.1120263210296,2789.8096815092013,124.12673150376749,71.78825819320758,tumor,demo_sample
cell_00815,1676.9706865991286,2747.134378352203,107.96945560682889,45.104601212644056,stromal,demo_sample
cell_00816,700.4730386517651,448.34129158753547,93.80758977887456,22.183548090285836,tumor,demo_sample
cell_00817,454.5572175643514,1379.1019888294827,116.30433173907151,48.9803729493065,stromal,demo_sample
cell_00818,1563.0060285049979,807.6101488121847,139.6846982668076,64.67913226918644,tumor,demo_sample
cell_00819,486.90201113100505,285.216566736746,147.93164350752778,54.20097666379503,tumor,demo_sample
cell_00820,2436.9490809087506,2313.718142635619,131.98927273363034,68.38812545336708,stromal,demo_sample
cell_00821,2351.334474094833,533.1734703266691,106.05648031488165,53.231716860260676,stromal,demo_sample
cell_00822,2321.807244288566,399.5029262922272,79.84635679332409,23.822297622564164,tumor,demo_sample
cell_00823,1770.7727339256521,2003.0861008198146,130.48966634255365,50.8306373442623,tumor,demo_sample
cell_00824,61.118948923208464,766.9321682686013,99.6287421350693,43.37131199516486,tumor,demo_sample
cell_00825,1147.6355460783666,1050.5589939274178,115.04919768710538,58.665408486046374,stromal,demo_sample
cell_00826,2165.8832032239015,1008.0733738236535,164.46134844508197,58.73939138711565,tumor,demo_sample
cell_00827,2402.910237284871,1492.9220874139326,165.03517069150712,63.15064828767601,stromal,demo_sample
cell_00828,487.60906635355616,2235.398836870819,89.01404692246965,23.484591502826728,tumor,demo_sample
cell_00829,908.6177044303383,1613.777087271858,124.16615906640595,25.23527241715772,stromal,demo_sample
cell_00830,1644.6215943117882,1379.3590767949909,120.95094478113607,65.38154238692465,tumor,demo_sample
cell_00831,2585.002682373635,975.8108209956233,52.63219947269643,21.526271371924267,tumor,demo_sample
cell_00832,140.75279144342255,2474.507249951038,42.535702866993134,21.442280855430973,tumor,demo_sample
cell_00833,2870.760351114866,696.7579396477321,109.54368127557652,40.26835535458602,tumor,demo_sample
cell_00834,2681.1505828514105,2063.3250037418034,126.40135682282468,44.871070423705845,stromal,demo_sample
cell_00835,667.0381269833114,852.219702437414,160.10068578532002,94.32157576063572,tumor,demo_sample
cell_00836,530.7200348110973,602.6626280568631,144.1342296932655,81.70942384125777,stromal,demo_sample
cell_00837,1599.6096208809447,2288.0759881314552,109.42655014865234,47.774228059401764,tumor,demo_sample
cell_00838,2497.386514819338,1951.013236883266,136.79066567969926,43.35866189050762,tumor,demo_sample
cell_00839,1818.5076444640147,2892.563967062822,128.36956948793372,64.81289245441157,tumor,demo_sample
cell_00840,1033.3853337006042,1163.8595619139294,122.49104974647902,40.893027897492836,tumor,demo_sample
cell_00841,763.5155371439339,88.30160892507577,127.27309334400528,37.96178703841977,stromal,demo_sample
cell_00842,2139.954933730947,2979.611500683104,103.68850175160786,21.863333193748513,stromal,demo_sample
cell_00843,1119.596240890032,666.4457205841718,76.45266824495178,35.910348454001344,tumor,demo_sample
cell_00844,2778.698067690322,1668.2856662205058,102.94240651570814,23.19355698542451,stromal,demo_sample
cell_00845,2055.6900432970174,1556.4445997741893,125.59506484554025,30.98551375742241,tumor,demo_sample
cell_00846,1705.2390851388195,1059.4951093236853,175.75626955755573,95.25104105052426,tumor,demo_sample
cell_00847,25.83859136163147,300.2984679709376,106.11623684662914,43.33495778755992,stromal,demo_sample
cell_00848,2959.9690987126287,1723.8544266484905,137.11567330317575,35.19048945127355,stromal,demo_sample
cell_00849,742.8188463193809,1248.1196945443028,158.97661261167,42.03711908956675,stromal,demo_sample
cell_00850,1561.8480425033483,420.66930095707653,149.78566665377926,80.16099895089506,stromal,demo_sample
cell_00851,874.4587469410211,245.3593415206037,154.68466674656753,52.69030165794065,tumor,demo_sample
cell_00852,76.28391092458497,970.7153826285883,104.12907521404347,54.15756899933403,tumor,demo_sample
cell_00853,613.7328789422991,1013.6354343889187,122.03944108848651,44.92071339524399,stromal,demo_sample
cell_00854,2740.6707154809174,1461.204642941109,63.62507863270062,14.16556434525925,stromal,demo_sample
cell_00855,1038.4868732863335,1794.946329293711,97.91289490351322,34.59469880629336,stromal,demo_sample
cell_00856,415.86391506013797,1319.9246833443922,118.44785524306523,60.68845415916044,stromal,demo_sample
cell_00857,231.092645018918,1350.2261637184213,147.63306220136297,88.19228085716743,stromal,demo_sample
cell_00858,1366.965383807752,1738.6892750440134,96.5591915587407,23.678218965149174,tumor,demo_sample
cell_00859,521.3860890804256,1806.2829562839827,147.44022088265604,39.87781400809397,stromal,demo_sample
cell_00860,1432.1545603728714,2427.3644128200885,92.80525131535192,54.196819697277334,tumor,demo_sample
cell_00861,957.5645394208847,1093.0783638832877,152.16788949082172,84.71339525286967,tumor,demo_sample
cell_00862,244.23451805345098,641.7945118950038,124.11150742195736,58.10083494785453,stromal,demo_sample
cell_00863,975.2419781085757,2000.8370034306893,116.29328162690283,41.05760226619514,tumor,demo_sample
cell_00864,1683.3163499603095,2401.1503372856073,93.0465288892737,43.53610361719298,stromal,demo_sample
